"name","author","narrator","releasedate","language","hours","mins","total_time_mins","price","avg_rating","max_rating","nr_of_ratings"
"Who Was Martin Luther King, Jr.?",Bonnie Bader,Peter Jay Fernandez,"2019-01-29",English,1,13,73,351.00,,5,"0"
Guys Write for Guys Read,Jon Scieszka,Greg Abbey,"2019-01-22",English,6,19,379,904.00,,5,"0"
The Greatest Treasure Hunt in History,Robert M. Edsel,Robert M. Edsel,"2019-01-29",English,7,16,436,586.00,,5,"0"
The Middle School Rules of Brian Urlacher,Sean Jensen,Ramónde Ocampo,"2018-11-16",English,2,24,144,703.00,,5,"0"
The Middle School Rules of Jamaal Charles,Sean Jensen,Ramónde Ocampo,"2018-11-16",English,2,42,162,586.00,,5,"0"
"The Middle School Rules of Charles Tillman: ""Peanut""",Sean Jensen,Ramón De Ocampo,"2018-12-04",English,2,21,141,586.00,,5,"0"
Warriors in Winter,Mary Pope Osborne,Mary Pope Osborne,"2019-01-08",English,1,6,66,402.00,,5,"0"
The Tinker's Daughter: A Story Based on the Life of Mary Bunyan,dy Lawton,Jill Monaco,"2018-11-20",English,3,31,211,516.00,,5,"0"
Wer war Alexander der Große?,Horst Künnemann,Wolfgang Schmidt,"2017-12-22",German,2,21,141,200.00,,5,"0"
The Story of Napoleon,H. E. Marshall,John Mulligan,"2010-06-18",English,2,4,124,328.00,,5,"0"
Robert Fulton and the Development of the Steamboat,Morris A. Pierce,Roscoe Orman,"2009-03-11",English,1,35,95,266.00,,5,"0"
The Presidency,Allan H. Kelly,Frances H. Kelley,"2008-10-30",English,1,12,72,421.00,,5,"0"
John Calvin: After Darkness Light,Catherine Mackenzie,Derek Perkins,"2018-11-06",English,3,24,204,703.00,,5,"0"
The American Revolution,Allan H. Kelly,Frances H. Kelley,"2008-08-13",English,1,14,74,421.00,,5,"0"
Chelsey,Chelsey Shannon,Asmeret Ghebremichael,"2009-11-04",English,3,39,219,568.00,,5,"0"
C. S. Lewis: The Story Teller,Derick Bingham,Derek Perkins,"2018-11-06",English,3,8,188,703.00,,5,"0"
"Black Americans of Achievement: Martin Luther King, Jr.",Robert Jakoubek,Ian Eugene Ryan,"2011-08-16",English,3,31,211,520.00,,5,"0"
Hillary Rodham Clinton,Dennis Abrams,Beth Richmond,"2010-12-14",English,3,44,224,603.00,,5,"0"
Jane Goodall,Lisa Kozleski,Cynthia Holloway,"2011-02-15",English,2,17,137,536.00,,5,"0"
Isabel Allende,Tim McNeese,Roxanne Hernandez,"2010-11-15",English,2,35,155,536.00,,5,"0"
C.S. Lewis (Second Edition),John C. Davenport,Julie Williams,"2011-10-11",English,2,40,160,375.00,,5,"0"
Hero Tales,"Theodore Roosevelt, Henry Cabot Lodge",Leah Vandenburg,"2009-08-27",English,6,25,385,668.00,,5,"0"
Patrick Henry,Jesse Jarnow,Benjamin Becker,"2009-02-02",English,1,37,97,266.00,,5,"0"
Frederick Douglass,Alice Fleming,Roscoe Orman,"2009-01-30",English,1,49,109,266.00,,5,"0"
Explorers,Josepha Sherman,Eileen Stevens,"2009-03-11",English,1,36,96,266.00,,5,"0"
Explorers and Exploration,Marian Rengel,Eileen Stevens,"2009-07-01",English,1,33,93,266.00,,5,"0"
Sterling Biographies,"Tara Dixon-Engel, Mike Jackson",Lauren Davis,"2009-07-02",English,2,33,153,266.00,,5,"0"
A Boy of Heart Mountain,Barbara Bazaldua,Ova Saopeng,"2015-08-07",English,3,55,235,435.00,,5,"0"
WEB DuBois,Ryan P. Randolph,Roscoe Orman,"2009-01-29",English,1,38,98,266.00,,5,"0"
Animals Welcome,Peg Kehret,Peg Kehret,"2013-03-12",English,4,6,246,501.00,,5,"0"
George Armstrong Custer,Theodore Link,Benjamin Becker,"2009-02-02",English,1,45,105,266.00,,5,"0"
Sojourner Truth,Mary G. Butler,Allyson Johnson,"2011-04-14",English,1,38,98,233.00,,5,"0"
Dolly Madison,Holly C. Schulman,Jessica Almasy,"2009-02-02",English,1,26,86,266.00,,5,"0"
Lives of the Explorers,Kathleen Krull,Amanda Dolan,"2014-08-26",English,1,56,116,585.00,,5,"0"
"Our Island Story, Volumes 3 & 4: The Next 250 Years - The Loss of the American Colonies - The Industrial Revolution",Henrietta Marshall,David Thorn,"2010-08-31",English,4,20,260,187.00,,5,"0"
A Primary Source History of the Colony of North Carolina,Melody S. Mis,Jay Snyder,"2009-02-02",English,1,12,72,266.00,,5,"0"
While You Were Sleeping,"Steve Murrie, Matthew Murrie",Bruce Bailey Johnson,"2013-03-12",English,3,8,188,501.00,,5,"0"
Sterling Biographies,Alice Fleming,Jay Snyder,"2009-04-21",English,2,44,164,266.00,,5,"0"
The Best of Our Island Story,Henrietta Elizabeth Marshall,"Anna Bentinck, Daniel Philpott","2011-10-05",English,5,13,313,680.00,,5,"0"
Do You Dream in Color?,Laurie Rubin,Laurie Rubin,"2014-05-13",English,8,55,535,668.00,,5,"0"
Newton and the Three Laws of Motion,Nicholas Croce,Jay Snyder,"2009-03-11",English,1,11,71,266.00,,5,"0"
Peter Stuyvesant,L. J. Krizner,Roscoe Orman,"2010-03-30",English,1,23,83,266.00,,5,"0"
Davy Crockett,Bruce Winders,Benjamin Becker,"2009-02-02",English,1,32,92,266.00,,5,"0"
Sterling Point Books,John Gunther,Benjamin Becker,"2009-04-20",English,2,39,159,266.00,,5,"0"
Forging Freedom,Hudson Talbott,Brett Barry,"2013-03-04",English,1,6,66,233.00,,5,"0"
Abraham Lincoln,Calista McCabe Courtenay,Bob Barnes,"2010-01-29",English,2,32,152,502.00,,5,"0"
Explorers,Claude Hurwicz,Eileen Stevens,"2009-03-11",English,1,40,100,266.00,,5,"0"
John Paul Jones and the American Navy,James C. Bradford,Benjamin Becker,"2009-02-02",English,1,46,106,266.00,,5,"0"
Sterling Biographies,Mary Kay Carson,A. C. Fellner,"2009-04-21",English,2,50,170,333.00,,5,"0"
Elisabeth Elliot: Do the Next Thing,Selah Helms,Alana Kerr Collins,"2018-10-12",English,2,48,168,703.00,,5,"0"
Double Luck,Chi Fa Lu,David A. Conatser,"2018-10-10",English,4,55,295,352.00,,5,"0"
Abigail Adams,Jacqueline Ching,Suzy Myers,"2009-01-29",English,1,29,89,266.00,,5,"0"
John Bunyan: Journey of a Pilgrim,Brian H. Cosby,David Cochran Heath,"2018-10-08",English,3,56,236,703.00,,5,"0"
Booker T. Washington,Alan Schroeder,Godfrey Simmons,"2013-02-05",English,4,2,242,586.00,,5,"0"
Martin Rising,"Andrea Davis Pinkney, Brian Pinkney",Andrea Davis Pinkney,"2018-08-28",English,1,12,72,164.00,,5,"0"
On the Field with...Tom Brady,Matt Christopher,Chris Ciulla,"2018-09-04",English,2,41,161,500.00,,5,"0"
Mother Teresa,Louise Chipley Slavicek,Julie Williams,"2010-11-15",English,2,57,177,536.00,,5,"0"
Sing a Song of Tuna Fish,Esme Raji Codell,Esme Raji Codell,"2006-09-01",English,2,29,149,501.00,,5,"0"
Robert Rogers,Jennifer Quasha,Benjamin Becker,"2009-02-02",English,1,33,93,266.00,,5,"0"
Francis Marion,Louis P. Towles,Benjamin Becker,"2009-01-29",English,1,26,86,266.00,,5,"0"
Stephen F. Austin and the Founding of Texas,James Haley,Benjamin Becker,"2009-02-02",English,1,33,93,266.00,,5,"0"
Marquis De Lafayette,Gregory Payan,Benjamin Becker,"2009-02-02",English,1,39,99,266.00,,5,"0"
"Eleanor Roosevelt, Fighter for Justice",Ilene Cooper,Laurel Lefkow,"2018-08-07",English,2,57,177,1172.00,,5,"0"
D-Day,Deborah Hopkinson,Michael Yurchak,"2018-08-28",English,6,24,384,586.00,,5,"0"
Louis Braille - Un jeune aveugle invente l'écriture pour aveugles,Jakob Streit,Fabienne Prost,"2009-06-09",French,2,15,135,452.00,,5,"0"
Proud (Young Readers Edition),Ibtihaj Muhammad,"Suehyla El Attar, Ibtihaj Muhammad","2018-07-24",English,6,49,409,500.00,,5,"0"
Jim Bowie,J. R. Edmondson,Benjamin Becker,"2009-01-30",English,2,10,130,266.00,,5,"0"
Who Was First?,Russell Freedman,L. J. Ganser,"2007-10-23",English,1,45,105,502.00,,5,"0"
The Princess Pochahontas,Virginia Watson,Vanessa Benjamin,"2006-08-24",English,7,10,430,702.00,,5,"0"
James Whitcomb Riley,"Minnie Belle Mitchell, Montrew Dunham",Patrick Lawlor,"2007-04-25",English,2,1,121,468.00,,5,"0"
George Rogers Clark,Katharine E. Wilkie,Patrick Lawlor,"2007-04-25",English,1,59,119,468.00,,5,"0"
Cleopatra Rules!,Vicky Alvear Shecter,Cherise Boothe,"2013-10-21",English,2,14,134,469.00,,5,"0"
Ethan Allen,Emily Raabe,Benjamin Becker,"2009-02-02",English,1,37,97,266.00,,5,"0"
Explorers,Joy Paige,Eileen Stevens,"2009-03-09",English,1,34,94,266.00,,5,"0"
Portraits of Hispanic American Heroes,Juan Felipe Herrera,Luis Moreno,"2015-11-23",English,2,3,123,351.00,,5,"0"
Island Treasures,"Alma Flor Ada, Antonio Martorell",Trini Alvarado,"2015-12-11",English,3,47,227,469.00,,5,"0"
Napoléon raconté aux enfants,Ronald Zins,Ronald Zins,"2013-03-26",French,1,17,77,240.00,,5,"0"
Sterling Biographies,Victoria Garrett Jones,Suzy Myers,"2009-07-01",English,2,32,152,266.00,,5,"0"
Sterling Biographies,Frances E. Ruffin,Cornelius Jones Jr.,"2009-07-01",English,3,25,205,266.00,,5,"0"
The Bite of the Mango,"Mariatu Kamara, Susan McClelland",Jessica Almasy,"2011-03-14",English,6,31,391,601.00,,5,"0"
Sterling Biographies,Rita Thievon Mullin,Roscoe Orman,"2009-04-20",English,2,30,150,266.00,,5,"0"
Sterling Point Books,Neta Lohnes Frazier,Jessica Almasy,"2009-07-01",English,4,42,282,266.00,,5,"0"
Sterling Biographies,Maria Mihalik Higgins,Emilio Delgado,"2009-07-01",English,2,41,161,266.00,,5,"0"
Sterling Biographies,Laurie Calkhoven,Roscoe Orman,"2009-07-01",English,2,40,160,266.00,,5,"0"
Sterling Biographies,Martin Woodside,Kevin Pariseau,"2009-07-02",English,2,38,158,266.00,,5,"0"
Sterling Point Books,Neta Lohnes Frazier,Roscoe Orman,"2009-07-02",English,5,2,302,266.00,,5,"0"
Sterling Biographies,Marie Hodge,Roscoe Orman,"2009-04-20",English,1,58,118,266.00,,5,"0"
Sterling Biographies,Sudipta Bardhan-Quallen,Kevin Pariseau,"2009-04-21",English,3,5,185,501.00,,5,"0"
Nelson Mandela - Ein Leben für die Freiheit,Berit Hempel,"Kerstin Fischer, Oliver El-Fayoumy, Hans Peter Hallwachs","2018-06-08",German,1,23,83,267.00,,5,"0"
Mendeleyev and the Periodic Table,Katherine White,Jay Snyder,"2009-02-02",English,1,14,74,266.00,,5,"0"
"Our Island Story, Volume 1: Early History of Great Britain",Henrietta Marshall,David Thorn,"2010-08-31",English,2,41,161,164.00,,5,"0"
Byrd & Igloo,Samantha Seiple,Stephanie Tucker,"2014-04-01",English,3,40,220,501.00,,5,"0"
Sterling Biographies,Beatrice Gormley,Jay Snyder,"2009-04-21",English,3,6,186,266.00,,5,"0"
Wer war Christoph Kolumbus?,Kirsten John,Kerstin Hoffmann,"2017-12-22",German,2,25,145,200.00,,5,"0"
"Our Island Story, Volume 3",Henrietta Elizabeth Marshall,"Daniel Philpott, Anna Bentinck","2011-10-04",English,4,42,282,680.00,,5,"0"
Paul Revere,Ryan P. Randolph,Benjamin Becker,"2009-01-29",English,1,37,97,266.00,,5,"0"
Who Was George Washington?,"Roberta Edwards, Who HQ",Mike Chamberlain,"2018-06-19",English,1,3,63,351.00,,5,"0"
Beluga Whales,Elizabeth R. Johnson,anonymous,"2022-02-25",English,0,2,2,82.00,,5,"0"
Lives of the Scientists,Kathleen Krull,Charlie Thurston,"2013-07-09",English,2,7,127,468.00,,5,"0"
Sterling Point Books,Paul Rink,Jay Snyder,"2009-07-01",English,5,14,314,266.00,,5,"0"
Who Was Abigail Adams?,"True Kelley, Who HQ",Ann Marie Lee,"2018-06-19",English,1,11,71,351.00,,5,"0"
Elizabeth Cady Stanton,Dawn C. Adiletta,Suzy Myers,"2009-02-02",English,1,50,110,266.00,,5,"0"
George Washington Carver,Linda McMurry Edwards,Roscoe Orman,"2009-02-02",English,1,47,107,266.00,,5,"0"
Growing Up Muslim,Sumbul Ali-Karamali,Sumbul Ali-Karamali,"2013-08-06",English,5,16,316,904.00,,5,"0"
De Gaulle raconté aux enfants,Raphaël Dargent,iversnarrateurs,"2013-03-26",French,1,16,76,240.00,,5,"0"
George Washington,Calista McCabe Courtenay,Wahoo Jacobs,"2009-10-20",English,2,16,136,469.00,,5,"0"
Who Was Julius Caesar?,"Nico Medina, Who HQ",Maxwell Caulfield,"2018-06-05",English,1,4,64,351.00,,5,"0"
In Harm's Way,Iain Martin,Dan Bittner,"2018-07-31",English,3,34,214,501.00,,5,"0"
Who Was Leif Erikson?,"Nico Medina, Who HQ",Bruce Mann,"2018-06-05",English,1,2,62,351.00,,5,"0"
Who Was Susan B. Anthony?,"Pam Pollack, Meg Belviso, Who HQ",Ann Marie Lee,"2018-06-05",English,1,6,66,351.00,,5,"0"
Four Perfect Pebbles,"Lila Perl, Marion Blumenthal Lazan","Cheryl Stern, A. C. Fellner","2009-05-04",English,2,34,154,266.00,,5,"0"
Sterling Point Books,Pierre Berton,Andy Caploe,"2009-07-01",English,4,15,255,266.00,,5,"0"
Lives of the Pirates,Kathleen Krull,"Ray Childs, Kymberly Dakin","2012-02-21",English,2,8,128,304.00,,5,"0"
My Story: Catherine of Aragon,Alison Prince,Carol Drinkwater,"2013-12-05",English,2,47,167,379.00,,5,"0"
Albert Einstein - Triumph des Denkens ,Berit Hempel,Volker Risch,"2016-11-30",German,1,19,79,267.00,,5,"0"
Alexandra David-Néel - Die Frau vom Dach der Welt,Ute Welteroth,Karlheinz Tafel,"2016-12-14",German,1,24,84,267.00,,5,"0"
Sir Francis Drake - Freibeuter seiner Majestät ,Robert Steudtner,Frauke Poolman,"2016-12-13",German,1,21,81,267.00,,5,"0"
Graf Zeppelin - Das Wunder von Echterdingen ,Viviane Koppelmann,Kerstin Fischer,"2016-12-13",German,1,19,79,267.00,,5,"0"
Tutanchamun - Das vergessene Königsgrab,Maja Nielsen,Volker Brandt,"2016-12-01",German,1,2,62,267.00,,5,"0"
Jacques Cousteau - Tauchfahrt in die Tiefe,Berit Hempel,orman Matt,"2016-12-14",German,1,8,68,267.00,,5,"0"
Thomas Alva Edison - Zauberer des Lichts,Ute Welteroth,Bernt Hahn,"2016-12-14",German,1,19,79,267.00,,5,"0"
Fridtjof Nansen - 1000 Tage im Eis,Daniela Wakonigg,Gregor Höppner,"2016-12-14",German,1,23,83,267.00,,5,"0"
Richard Francis Burton - Erforscher fremder Welten,Berit Hempel,Lutz Riedel,"2016-12-14",German,1,13,73,267.00,,5,"0"
Carl Benz - Pionier des Automobils,Robert Steudtner,Frauke Poolman,"2016-12-14",German,1,19,79,267.00,,5,"0"
Majestic Manes: Horse,Kelly Calhoun,Timothy Cap,"2019-11-12",English,0,1,1,63.00,,5,"0"
Leonardo da Vinci - Die Welt des Universalgenies,Berit Hempel,Walter Gontermann,"2016-12-14",German,1,18,78,267.00,,5,"0"
Alexander von Humboldt - Bis ans Ende der Welt,Robert Steudtner,Frauke Poolman,"2016-12-14",German,1,19,79,267.00,,5,"0"
Antoine de Saint-Exupéry - Vom Himmel zu den Sternen ,Robert Steudtner,Frauke Poolman,"2016-12-13",German,1,27,87,267.00,,5,"0"
Das versunkene Piratenschiff - Henry Morgan und die Oxford,Maja Nielsen,Matthias Haase,"2016-12-01",German,1,2,62,267.00,,5,"0"
Walt Disney - Zeichner unserer Träume,Ute Welteroth,Frauke Poolman,"2016-09-15",German,1,22,82,267.00,,5,"0"
Charles Darwin - Ein Forscher verändert die Welt,Maja Nielsen,Daniel Berger,"2016-12-13",German,1,18,78,267.00,,5,"0"
Neil Armstrong - Der erste Mensch auf dem Mond,Viviane Koppelmann,Frauke Poolmann,"2016-12-14",German,1,20,80,267.00,,5,"0"
Living Up the Street,Gary Soto,Robert Ramirez,"2013-03-20",English,5,44,344,703.00,,5,"0"
Britney Spears,Norma Jean Lutz,C. J. Critt,"2013-02-07",English,1,18,78,305.00,,5,"0"
Hippos,Jody S. Rake,anonymous,"2022-02-25",English,0,5,5,93.00,,5,"0"
Jane Goodall & Dian Fossey - Unter wilden Menschenaffen,Maja Nielsen,Martin Bross,"2016-12-14",German,1,17,77,267.00,,5,"0"
"Thank You, Dr. Martin Luther King, Jr.!",Eleanora Tate,Kim Staunton,"2013-02-01",English,5,27,327,703.00,,5,"0"
Johannes Gutenberg,Ulricke Beck,"icole Engeln, Bruno Winzen","2017-05-12",German,1,19,79,267.00,,5,"0"
My Story: War Nurse,Sue Reid,Carol Drinkwater,"2013-12-05",English,3,49,229,379.00,,5,"0"
Ludwig van Beethoven - Auf der Suche nach dem verlorenen Gehör,Sylvia Schreiber,Stefan Lehnen,"2012-03-21",German,1,5,65,367.00,,5,"0"
Professor Grzimek - Ein Leben für die Serengeti ,Singer Theresia Singer,Oliver Kreisch-Matzura,"2016-12-14",German,1,29,89,267.00,,5,"0"
Kosmonauten - Mit 20 Millionen PS ins All ,Maja Nielsen,Daniel Werner,"2016-12-14",German,1,18,78,267.00,,5,"0"
Lawrence von Arabien - Held oder Verräter?,Robert Steudtner,Frauke Poolman,"2016-12-14",German,1,22,82,267.00,,5,"0"
David Livingstone - Das Geheimnis der Nilquellen,Maja Nielsen,Jens Wawrczeck,"2016-12-14",German,1,21,81,267.00,,5,"0"
Julius Caesar,Samuel Willard Crompton,John Lescault,"2011-02-15",English,2,6,126,333.00,,5,"0"
Marco Polo - Reise ins Reich der Mitte,Berit Hempel,"Frauke Poolmann, Stefan Nass, Michael Che Koch","2017-09-26",German,1,18,78,267.00,,5,"0"
Bedtime Inspirational Stories,L. A. Amber,Tanya C. Brown,"2018-03-29",English,2,41,161,233.00,,5,"0"
How Angel Peterson Got His Name,Gary Paulsen,Patrick Lawlor,"2011-01-20",English,2,10,130,305.00,,5,"0"
China's Long March,Jean Fritz,Bernadette Dunne,"2014-01-13",English,3,10,190,585.00,,5,"0"
Curse of the Pharaohs,Zahi Hawass,Firdous Bamji,"2013-02-27",English,2,22,142,333.00,,5,"0"
William Henry Harrison,Howard Peckham,Patrick Lawlor,"2006-07-28",English,1,58,118,468.00,,5,"0"
Four Great Americans,James Baldwin,"David Thorn, Bobbie Frohman","2008-12-11",English,4,7,247,187.00,,5,"0"
What Is the Super Bowl?,Dina Anastasio,"Steven Hoye, Who HQ","2016-07-05",English,1,7,67,351.00,,5,"0"
The Duel,Judith St. George,John H. Mayer,"2016-10-04",English,3,3,183,754.00,,5,"0"
Great Americans in Sports: Drew Brees,Matt Christopher,Alden Ford,"2015-12-01",English,2,37,157,500.00,,5,"0"
The Closer: Young Readers Edition,Mariano Rivera,Jon Curry,"2014-09-02",English,6,25,385,500.00,,5,"0"
Misfit,Charli Howard,Charli Howard,"2018-03-22",English,6,37,397,683.00,,5,"0"
Cave of Wonders,Matt Kirby,Dion Graham,"2013-09-01",English,4,22,262,434.00,,5,"0"
Courage & Defiance,Deborah Hopkinson,"Davidde Vries, Deborah Hopkinson","2016-08-19",English,6,4,364,586.00,,5,"0"
Denzel Washington,Anne Hill,JDJackson,"2013-02-06",English,1,50,110,305.00,,5,"0"
Chewing the Cud,Dick King-Smith,Dick King-Smith,"2011-11-17",English,5,14,314,703.00,,5,"0"
Thomas Jefferson: President and Philosopher,Jon Meacham,Edward Herrmann,"2014-09-09",English,4,55,295,904.00,,5,"0"
"I, Too, Sing America",Catherine Clinton,"Ashley Bryan, Renee Joshua-Porter","2015-08-14",English,2,2,122,501.00,,5,"0"
Almost Astronauts: 13 Women Who Dared to Dream,Tanya Lee Stone,Susan Ericksen,"2010-08-24",English,3,40,220,501.00,,5,"0"
Muhammad Ali,Jack Rummell,Ian Eugene Ryan,"2011-08-18",English,2,55,175,520.00,,5,"0"
"Jump Back, Paul",Sally Derby,"Bahni Turpin, Dion Graham","2015-09-22",English,2,35,155,586.00,,5,"0"
The Red Bandanna,Tom Rinaldi,Tom Rinaldi,"2016-09-06",English,6,33,393,879.00,,5,"0"
My Life with the Chimpanzees,Jane Goodall,Jane Goodall,"2001-02-14",English,2,35,155,500.00,,5,"0"
Chinese Cinderella,Adeline Yen Mah,Adeline Yen Mah,"2012-08-01",English,6,45,405,664.00,,5,"0"
Father and I Were Ranchers,Ralph Moody,Cameron Beierle,"2008-10-27",English,8,10,490,836.00,,5,"0"
Soup,Robert Newton Peck,Amon Purinton,"1999-12-15",English,1,39,99,304.00,,5,"0"
Black Americans of Achievement: Rosa Parks,Mary Hull,Darla Middlebrook,"2011-07-21",English,3,3,183,520.00,,5,"0"
Hole in My Life,Jack Gantos,Jack Gantos,"2003-11-07",English,4,20,260,651.00,,5,"0"
Famous Heroes of the American West,lliam Roberts,Adam Sims,"2012-06-01",English,2,23,143,422.00,,5,"0"
Lives of the Artists,Kathleen Krull,"John C. Brown, Melissa Hughes","1999-12-15",English,2,1,121,304.00,,5,"0"
Courage Has No Color,Tanya Lee Stone,JDJackson,"2013-01-22",English,3,1,181,539.00,,5,"0"
Andrew Jackson,Teri Kanefield,Pete Cross,"2018-03-07",English,4,13,253,1172.00,,5,"0"
Undefeated,Steve Sheinkin,Mark Bramhall,"2017-01-17",English,6,31,391,1005.00,,5,"0"
In the Shadow of Liberty,Kenneth C. Davis,"Kenneth C. Davis, Frankie Faison, Keith David","2016-09-20",English,5,41,341,904.00,,5,"0"
Villette,Charlotte Brontë,Mandy Weston,"2012-01-10",English,7,13,433,668.00,,5,"0"
Tillie Pierce,Tanya Anderson,Intuitive,"2017-04-17",English,1,26,86,469.00,,5,"0"
"Our Island Story, Volume 5: The French Revolution - World War I",Henrietta Marshall,David Thorn,"2010-08-30",English,2,38,158,164.00,,5,"0"
Famous People in History,Nicolas Soames,"Trevor Nichols, Katinka Wolf","1999-12-26",English,2,31,151,422.00,,5,"0"
Famous People in History 2,Nicolas Soames,"Daniel Philpott, Laura Brattan, Garrick Hagon","2000-10-26",English,2,37,157,422.00,,5,"0"
A Strong Right Arm,Michelle Y. Green,Soneela Nankani,"2013-12-30",English,2,8,128,233.00,,5,"0"
Mary Emma & Company,Ralph Moody,Cameron Beierle,"2008-11-13",English,6,45,405,469.00,,5,"0"
Who Was Jackie Robinson?,Gail Herman,Dominic Hoffman,"2016-02-02",English,1,1,61,351.00,,5,"0"
Lives of Extraordinary Women,Kathleen Krull,Melissa Hughes,"2001-01-02",English,2,13,133,350.00,,5,"0"
Sterling Point Books,lliam L. Shirer,Benjamin Becker,"2009-04-20",English,2,57,177,266.00,,5,"0"
Mendel and the Laws of Genetics,Heather Hasan,Jay Snyder,"2009-03-11",English,1,4,64,266.00,,5,"0"
"I Survived the Joplin Tornado, 2011",Lauren Tarshis,Thérèse Plummer,"2016-10-05",English,1,36,96,187.00,,5,"0"
Sterling Biographies,Ruth Ashby,Cornelius Jones Jr.,"2009-04-21",English,2,54,174,266.00,,5,"0"
Eddie Rickenbacker,Kathryn Cleven Sisson,Patrick Lawlor,"2007-04-20",English,1,50,110,468.00,,5,"0"
"I Survived the Great Chicago Fire, 1871",Lauren Tarshis,icholas Dressel,"2016-10-05",English,1,27,87,187.00,,5,"0"
What Bumosaur Is That?,Andy Griffiths,Stig Wemyss,"2009-02-05",English,1,16,76,585.00,,5,"0"
Across Five Aprils,Irene Hunt,Tom Stechschulte,"2013-08-07",English,6,28,388,703.00,,5,"0"
I Am a Star,Inge Auerbacher,Suzanne Toren,"2010-04-16",English,1,37,97,305.00,,5,"0"
How They Choked,Georgia Bragg,L. J. Ganser,"2014-06-30",English,4,2,242,501.00,,5,"0"
Davy Crockett,David Crockett,Jonathan Reese,"2008-10-09",English,4,14,254,469.00,,5,"0"
Facing Frederick,Tonya Bolden,Adam Lazarre-White,"2018-01-10",English,3,43,223,1172.00,,5,"0"
"March Forward, Girl",Melba Pattillo Beals Ph D,Janina Edwards,"2018-01-09",English,4,35,275,1172.00,,5,"0"
Apollo 8,Martin W. Sandler,Scott Lange,"2018-10-09",English,2,49,169,670.00,,5,"0"
Becoming Madeleine,"Léna Roy, Charlotte Jones Voiklis","Léna Roy, Charlotte Jones Voiklis","2018-02-06",English,2,50,170,904.00,,5,"0"
Alexander Hamilton,Teri Kanefield,Pete Cross,"2018-03-06",English,3,54,234,1172.00,,5,"0"
On Fire,Larry Brown,Ed Sala,"2004-08-06",English,4,42,282,702.00,,5,"0"
Finding the Edge,"Karen Chen, Natalie England",Rachel L. Jacobs,"2018-02-06",English,3,3,183,1172.00,,5,"0"
